student_id,gender,age,high_school_GPA,SAT_score,TOEFL_score,degree_program,extracurricular_participation,work_experience_years,volunteer_experience,sop_strength_score,lor_strength_score,financial_aid_requested,preferred_campus,admission_status
ST4550,Male,29,3.56,1074,80.0,Engineering,1,1,0,5,3,0,Texas,0
ST4551,Male,19,3.84,1392,85.0,Business,1,4,1.0,5,5,1,California,1
ST4552,Other,19,3.13,1045,113.0,Science,1,0,1.0,1,6,0,Texas,0
ST4553,Male,21,3.26,1411,104.0,Law,0,2,1.0,4,4,0,Illinois,1
ST4554,Male,33,3.11,1568,80.0,Science,1,4,0,4,5,0,Florida,1
ST4555,Female,25,3.27,1102,,Science,1,3,1.0,7,10,1,New York,1
ST4556,Female,22,3.85,1317,114.0,Medicine,0,4,,9,1,1,California,1
ST4557,Male,34,2.56,1293,90.0,Engineering,0,4,,9,2,0,New York,0
ST4558,Female,33,2.95,1048,114.0,Law,1,0,0,4,3,0,Texas,0
ST4559,Female,26,3.58,1158,109.0,Business,1,3,1.0,5,1,0,Illinois,1
ST4560,Other,31,3.51,1089,95.0,Business,1,1,0,1,10,0,Florida,0
ST4561,Male,22,2.83,1192,80.0,Medicine,1,1,1.0,4,10,1,Illinois,0
ST4562,Female,25,3.35,1446,112.0,Business,0,4,0,1,8,1,New York,1
ST4563,Male,34,3.56,1575,113.0,Engineering,0,2,1.0,5,6,1,New York,1
ST4564,Female,34,3.85,1345,81.0,Engineering,0,1,1.0,2,9,0,Illinois,1
ST4565,Female,28,2.7,1377,88.0,Medicine,1,0,0,10,2,1,Florida,0
ST4566,Male,24,2.97,1585,95.0,Engineering,1,4,1.0,2,8,1,Illinois,1
ST4567,Male,28,3.75,1132,81.0,Arts,1,4,1.0,4,7,1,New York,1
ST4568,Other,34,3.6,1270,113.0,Law,0,0,1.0,5,6,0,Florida,1
ST4569,Female,20,3.68,1293,91.0,Law,1,0,0,8,6,0,New York,1
ST4570,Other,30,3.26,1050,86.0,Business,1,2,1.0,8,10,0,New York,1
ST4571,Female,21,3.67,1315,105.0,Arts,0,0,1.0,3,6,0,California,1
ST4572,Female,19,3.2,1517,109.0,Arts,0,4,0,8,10,1,New York,1
ST4573,Female,22,3.4,1132,103.0,Medicine,0,4,1.0,4,8,1,Texas,1
ST4574,Other,31,3.63,1138,120.0,Arts,0,3,0,7,1,1,Florida,1
ST4575,Other,34,3.58,1578,114.0,Law,1,0,1.0,1,7,1,New York,1
ST4576,Male,24,2.7,1082,97.0,Arts,1,3,0,7,9,0,Illinois,0
ST4577,Other,26,3.99,1271,114.0,Medicine,0,0,0,3,7,1,New York,1
ST4578,Female,22,3.12,1335,101.0,Business,0,2,1.0,2,7,1,California,0
ST4579,Female,25,3.34,1118,101.0,Business,1,2,0,3,6,0,New York,0
ST4580,Other,28,2.56,1326,114.0,Arts,0,4,0,9,9,0,New York,1
ST4581,Other,18,3.29,1543,103.0,Business,0,0,0,5,5,0,Illinois,1
ST4582,Other,31,3.16,1375,84.0,Business,0,1,0,3,10,0,Florida,0
ST4583,Other,17,3.13,1236,115.0,Science,1,4,0,1,10,0,Florida,1
ST4584,Other,31,2.57,1403,116.0,Business,0,4,1.0,10,4,0,Texas,1
ST4585,Male,17,3.26,1277,107.0,Business,1,2,1.0,6,1,0,Florida,1
ST4586,Female,29,3.19,1009,118.0,Arts,0,2,0,2,8,1,California,0
ST4587,Male,18,3.41,1525,118.0,Medicine,1,1,1.0,3,8,0,Illinois,1
ST4588,Male,31,3.66,1540,119.0,Engineering,0,1,0,7,3,1,Illinois,1
ST4589,Female,19,3.82,1108,98.0,Law,0,1,1.0,6,4,0,Texas,0
ST4590,Female,29,2.65,1267,105.0,Medicine,1,3,1.0,10,2,1,Texas,0
ST4591,Female,31,3.74,1388,112.0,Science,0,2,1.0,8,2,0,New York,1
ST4592,Other,34,2.66,1260,115.0,Medicine,1,3,0,9,5,0,California,1
ST4593,Other,26,3.84,1524,85.0,Business,1,3,1.0,5,8,0,Florida,1
ST4594,Male,18,3.27,1058,111.0,Business,1,0,0,1,8,0,Illinois,0
ST4595,Other,18,3.35,1241,87.0,Science,0,1,0,3,1,0,Illinois,0
ST4596,Female,26,3.04,1331,81.0,Business,1,1,1.0,5,4,1,Florida,0
ST4597,Other,17,3.55,1003,117.0,Business,1,2,0,7,1,1,Texas,1
ST4598,Female,19,3.89,1270,82.0,Arts,0,4,1.0,2,10,1,California,1
ST4599,Other,30,2.51,1099,110.0,Science,0,2,1.0,5,9,0,California,0
ST4600,Other,30,3.43,1041,99.0,Medicine,1,1,1.0,4,6,0,Texas,0
ST4601,Male,18,3.48,1249,91.0,Business,0,3,0,5,6,0,California,1
ST4602,Other,19,2.51,1232,95.0,Law,0,0,0,3,7,0,California,0
ST4603,Male,34,3.61,1048,85.0,Engineering,1,3,1.0,2,6,0,New York,1
ST4604,Female,27,3.58,1195,95.0,Business,0,3,0,4,10,0,New York,1
ST4605,Female,28,3.0,1548,80.0,Business,1,2,1.0,7,8,0,California,1
ST4606,Female,23,2.8,1504,96.0,Business,1,2,0,1,1,1,Texas,0
ST4607,Other,34,3.55,1587,84.0,Engineering,1,1,1.0,3,2,1,New York,1
ST4608,Male,17,3.01,1211,104.0,Arts,1,0,1.0,8,6,0,New York,0
ST4609,Other,25,3.37,1063,116.0,Science,1,2,1.0,7,6,0,Texas,1
ST4610,Other,34,3.63,1408,99.0,Engineering,1,4,0,6,8,1,New York,1
ST4611,Female,30,3.19,1030,111.0,Science,0,4,1.0,1,9,0,New York,0
ST4612,Male,20,3.74,1413,104.0,Engineering,1,3,1.0,5,6,1,Florida,1
ST4613,Male,17,3.75,1337,96.0,Business,0,2,1.0,4,5,0,Illinois,1
ST4614,Female,33,2.83,1235,90.0,Medicine,1,3,1.0,8,6,0,Texas,1
ST4615,Female,19,3.84,1425,85.0,Engineering,0,3,1.0,7,10,1,Florida,1
ST4616,Male,30,2.62,1301,106.0,Science,1,0,1.0,3,3,1,Illinois,0
ST4617,Male,33,3.64,1509,80.0,Medicine,0,1,0,10,5,1,Illinois,1
ST4618,Female,33,2.66,1044,110.0,Medicine,0,1,0,6,2,0,Florida,0
ST4619,Male,21,2.67,1135,101.0,Engineering,1,0,0,9,9,1,California,0
ST4620,Female,28,3.19,1190,106.0,Arts,1,2,,2,3,1,Illinois,0
ST4621,Female,18,3.33,1534,100.0,Law,0,1,0,1,6,0,California,1
ST4622,Female,25,2.94,1424,94.0,Engineering,0,1,1.0,10,4,1,New York,1
ST4623,Female,18,3.03,1392,112.0,Arts,1,3,1.0,4,8,0,New York,1
ST4624,Other,33,2.74,1579,89.0,Engineering,1,0,0,5,10,0,Florida,1
ST4625,Male,27,3.65,1299,82.0,Medicine,1,1,0,2,1,1,California,0
ST4626,Other,29,2.68,1410,88.0,Medicine,0,4,0,4,5,0,New York,0
ST4627,Male,17,3.05,1083,108.0,Science,1,4,0,4,9,0,California,1
ST4628,Male,20,3.72,1170,106.0,Business,0,0,1.0,3,3,1,Florida,0
ST4629,Male,33,2.69,1172,109.0,Science,0,2,0,4,5,0,Florida,0
ST4630,Other,27,3.16,1407,120.0,Business,1,3,1.0,8,5,1,New York,1
ST4631,Male,17,3.75,1185,87.0,Science,0,3,0,1,9,0,California,1
ST4632,Other,21,3.6,1073,118.0,Science,1,4,0,9,4,0,New York,1
ST4633,Male,25,3.49,1514,113.0,Science,0,4,0,10,5,1,Texas,1
ST4634,Male,28,3.81,1570,82.0,Science,1,3,0,1,8,1,Florida,1
ST4635,Male,23,3.16,1017,85.0,Arts,1,4,,3,5,0,Texas,0
ST4636,Female,18,3.73,1554,93.0,Arts,1,0,0,3,5,1,New York,1
ST4637,Male,17,3.87,1052,110.0,Engineering,1,4,0,8,2,0,California,1
ST4638,Female,31,3.78,1072,112.0,Law,0,4,1.0,6,3,0,California,1
ST4639,Other,23,2.86,1535,108.0,Law,1,2,0,7,9,0,Texas,1
ST4640,Female,32,3.52,1164,82.0,Business,0,3,1.0,2,6,1,Illinois,1
ST4641,Female,31,2.91,1001,94.0,Law,0,3,1.0,4,10,1,California,0
ST4642,Female,27,3.06,1368,118.0,Science,1,4,0,10,4,0,California,1
ST4643,Female,34,3.23,1438,100.0,Business,1,3,1.0,10,3,0,Florida,1
ST4644,Other,23,3.51,1024,112.0,Arts,1,2,1.0,6,2,0,New York,1
ST4645,Other,21,3.19,1019,103.0,Engineering,0,3,0,7,1,1,California,0
ST4646,Female,25,2.89,1018,92.0,Arts,1,2,0,6,9,1,Texas,0
ST4647,Male,29,3.39,1213,111.0,Engineering,0,4,0,8,2,0,New York,1
ST4648,Other,30,3.44,1415,115.0,Law,0,2,1.0,4,7,1,Illinois,1
ST4649,Other,34,2.88,1578,89.0,Medicine,1,2,0,4,8,0,Texas,1
ST4650,Female,23,2.97,1525,96.0,Arts,0,0,1.0,9,1,1,Texas,0
ST4651,Other,25,3.12,1385,88.0,Business,1,3,0,10,3,0,New York,1
ST4652,Male,19,3.13,1340,93.0,Medicine,1,4,0,7,5,0,Florida,1
ST4653,Male,31,2.92,1137,93.0,Engineering,0,3,0,7,1,0,New York,0
ST4654,Female,27,2.86,1124,92.0,Medicine,1,4,1.0,9,4,0,California,1
ST4655,Other,23,2.75,1451,80.0,Engineering,1,0,1.0,7,3,0,California,0
ST4656,Male,18,2.95,1077,88.0,Arts,1,2,0,4,1,1,Texas,0
ST4657,Other,33,3.95,1498,97.0,Arts,1,2,0,4,7,1,California,1
ST4658,Male,24,3.97,1512,106.0,Science,0,0,0,5,4,1,California,1
ST4659,Other,22,2.83,1323,86.0,Science,1,0,0,6,2,0,Illinois,0
ST4660,Other,32,3.94,1585,92.0,Arts,0,2,,4,8,1,California,1
ST4661,Other,21,3.59,1251,91.0,Law,0,4,0,3,7,0,California,1
ST4662,Other,20,3.33,1381,90.0,Medicine,1,3,0,7,10,1,California,1
ST4663,Other,23,3.85,1505,117.0,Medicine,1,4,0,8,4,1,New York,1
ST4664,Other,19,3.12,1205,88.0,Engineering,1,1,1.0,3,8,0,California,1
ST4665,Other,28,2.64,1410,95.0,Engineering,1,1,1.0,10,9,0,New York,1
ST4666,Male,30,3.48,1444,118.0,Science,0,0,1.0,3,3,0,Florida,1
ST4667,Female,33,2.63,1495,90.0,Law,0,1,0,9,7,0,Illinois,0
ST4668,Male,28,3.15,1152,88.0,Arts,1,1,1.0,9,5,0,California,0
ST4669,Female,31,3.44,1027,95.0,Medicine,0,0,1.0,6,8,1,California,0
ST4670,Other,26,3.84,1007,83.0,Science,1,0,1.0,7,10,0,Florida,1
ST4671,Female,24,3.27,1138,116.0,Law,1,2,1.0,4,10,1,New York,1
ST4672,Male,32,3.25,1231,100.0,Science,0,0,0,4,7,1,Illinois,0
ST4673,Female,27,3.79,1542,105.0,Medicine,1,1,1.0,3,3,0,Illinois,1
ST4674,Other,18,2.94,1169,120.0,Science,1,0,1.0,9,6,0,Illinois,0
ST4675,Male,29,3.62,1029,,Business,0,0,0,8,7,0,Florida,0
ST4676,Female,21,2.84,1345,89.0,Medicine,0,0,0,6,10,0,Illinois,0
ST4677,Male,18,3.85,1412,89.0,Medicine,0,2,1.0,6,10,1,Illinois,1
ST4678,Female,32,2.62,1522,114.0,Science,0,0,0,8,8,0,New York,0
ST4679,Other,21,3.41,1051,84.0,Business,1,0,0,6,1,1,California,0
ST4680,Female,24,2.95,1546,81.0,Medicine,1,4,1.0,3,1,1,Florida,1
ST4681,Female,28,3.85,1024,110.0,Science,1,0,1.0,9,1,0,California,1
ST4682,Female,34,3.15,1508,88.0,Engineering,0,0,0,8,4,1,New York,0
ST4683,Female,30,2.72,1315,89.0,Medicine,1,1,1.0,5,5,0,Texas,0
ST4684,Female,30,3.02,1048,93.0,Medicine,1,2,1.0,2,8,1,New York,0
ST4685,Other,33,3.13,1402,104.0,Medicine,1,2,0,9,1,1,New York,1
ST4686,Female,21,2.59,1299,113.0,Arts,1,0,1.0,10,8,0,California,0
ST4687,Female,25,3.03,1166,82.0,Arts,1,2,0,4,1,1,Texas,0
ST4688,Other,18,2.92,1458,119.0,Science,1,4,,2,9,0,Florida,1
ST4689,Other,21,3.17,1066,102.0,Engineering,1,2,0,5,6,1,Illinois,0
ST4690,Female,23,2.95,1148,86.0,Business,0,2,1.0,6,10,1,California,0
ST4691,Female,23,2.87,1240,80.0,Business,1,4,0,9,3,1,Florida,1
ST4692,Other,29,3.93,1147,89.0,Business,1,0,0,6,4,1,California,1
ST4693,Male,24,2.54,1536,92.0,Law,1,2,1.0,6,10,1,Florida,1
ST4694,Male,30,3.87,1170,101.0,Medicine,1,4,1.0,2,6,0,California,1
ST4695,Female,27,3.61,1334,114.0,Medicine,1,3,0,9,4,0,Florida,1
ST4696,Male,31,2.79,1021,94.0,Medicine,0,1,1.0,1,5,1,California,0
ST4697,Male,27,3.53,1373,99.0,Arts,0,0,0,8,10,0,Illinois,1
ST4698,Male,24,3.21,1152,96.0,Medicine,1,3,1.0,10,9,1,California,1
ST4699,Male,18,3.43,1302,104.0,Law,0,4,1.0,4,9,0,New York,1
ST4700,Male,28,3.12,1128,102.0,Arts,1,3,0,10,7,1,Texas,0
ST4701,Female,24,3.3,1135,89.0,Business,1,4,0,5,1,1,Texas,1
ST4702,Male,23,3.76,1418,81.0,Arts,0,1,0,6,10,1,Illinois,1
ST4703,Other,30,3.82,1220,117.0,Science,0,2,1.0,5,9,0,New York,1
ST4704,Other,19,2.84,1032,95.0,Science,0,4,1.0,4,1,0,California,0
ST4705,Male,23,2.71,1176,99.0,Engineering,1,0,0,6,7,1,Florida,0
ST4706,Female,23,2.77,1460,81.0,Business,1,3,1.0,9,8,0,Illinois,1
ST4707,Female,20,3.94,1186,112.0,Medicine,1,0,,5,6,0,California,1
ST4708,Male,18,2.92,1266,106.0,Science,0,3,0,1,2,0,New York,0
ST4709,Other,30,3.98,1043,90.0,Arts,0,1,1.0,1,8,1,Florida,1
ST4710,Other,19,3.56,1513,84.0,Science,1,1,0,10,9,1,Texas,1
ST4711,Other,26,3.28,1112,87.0,Science,0,1,0,10,4,0,Texas,0
ST4712,Female,21,3.32,1372,111.0,Science,0,3,1.0,7,1,1,Florida,1
ST4713,Female,27,2.69,1276,87.0,Engineering,0,3,1.0,5,3,1,Florida,0
ST4714,Other,33,3.51,1596,94.0,Business,0,3,0,1,6,1,New York,1
ST4715,Male,27,3.11,1214,114.0,Engineering,0,4,1.0,3,10,0,New York,1
ST4716,Male,27,3.43,1375,117.0,Medicine,0,4,0,2,1,1,California,1
ST4717,Male,34,3.14,1277,,Law,1,1,1.0,1,5,0,Texas,0
ST4718,Male,25,3.37,1369,109.0,Business,0,1,1.0,10,3,0,California,1
ST4719,Other,29,3.66,1238,94.0,Arts,1,3,1.0,1,7,0,Illinois,1
ST4720,Male,26,3.12,1161,93.0,Business,1,2,0,9,7,0,Florida,1
ST4721,Other,19,3.61,1507,110.0,Medicine,1,4,1.0,8,8,0,California,1
ST4722,Female,27,3.25,1251,112.0,Law,0,2,0,3,6,0,New York,0
ST4723,Female,32,3.79,1494,80.0,Medicine,0,1,1.0,8,9,1,California,1
ST4724,Male,17,3.51,1544,112.0,Science,0,0,1.0,6,7,1,California,1
ST4725,Male,28,2.51,1177,86.0,Science,1,1,0,6,3,1,Florida,0
ST4726,Other,31,3.78,1201,111.0,Engineering,1,4,1.0,8,10,1,California,1
ST4727,Other,27,3.83,1271,81.0,Medicine,0,3,0,10,2,0,Illinois,1
ST4728,Male,25,3.68,1534,115.0,Science,0,3,1.0,10,6,0,Illinois,1
ST4729,Male,18,3.0,1421,,Business,1,0,1.0,3,8,0,Florida,1
ST4730,Male,34,3.09,1160,92.0,Arts,0,1,1.0,8,5,1,California,0
ST4731,Male,27,3.7,1091,90.0,Engineering,0,4,0,6,9,0,California,1
ST4732,Male,31,3.7,1397,107.0,Medicine,1,4,1.0,5,1,0,Illinois,1
ST4733,Other,34,2.74,1374,,Medicine,1,0,1.0,1,6,0,Illinois,0
ST4734,Other,20,3.28,1005,90.0,Medicine,0,3,0,8,1,0,Illinois,0
ST4735,Other,27,2.81,1005,103.0,Law,1,2,0,10,6,0,New York,0
ST4736,Male,19,3.63,1511,83.0,Science,0,4,1.0,5,7,0,New York,1
ST4737,Other,28,3.04,1091,91.0,Law,0,2,0,9,1,0,Texas,0
ST4738,Other,32,3.68,1234,113.0,Science,0,3,0,10,4,1,Illinois,1
ST4739,Male,24,2.52,1126,83.0,Arts,0,2,0,9,8,0,Illinois,0
ST4740,Other,34,2.6,1235,89.0,Law,1,4,1.0,9,8,1,New York,1
ST4741,Female,24,3.61,1088,117.0,Science,1,0,0,10,6,1,California,0
ST4742,Other,24,2.98,1013,88.0,Medicine,1,4,0,7,7,0,Texas,0
ST4743,Female,27,3.06,1478,104.0,Science,1,1,1.0,6,8,1,New York,1
ST4744,Female,17,3.51,1593,105.0,Business,0,2,1.0,3,2,1,Florida,1
ST4745,Other,29,3.35,1083,95.0,Law,1,2,1.0,10,3,0,California,0
ST4746,Female,31,3.55,1169,120.0,Medicine,0,4,1.0,4,5,0,Texas,1
ST4747,Male,18,3.96,1483,110.0,Science,0,3,1.0,5,3,1,New York,1
ST4748,Male,29,2.63,1044,114.0,Medicine,1,2,1.0,3,5,1,Texas,0
ST4749,Male,25,2.83,1208,98.0,Business,0,3,0,3,7,0,Illinois,0
ST4750,Female,29,3.37,1006,95.0,Business,1,4,0,2,5,1,New York,0
ST4751,Female,21,3.9,1279,92.0,Science,1,4,1.0,9,4,0,Florida,1
ST4752,Male,27,3.94,1550,105.0,Engineering,1,0,1.0,7,2,1,California,1
ST4753,Male,32,3.25,1440,83.0,Medicine,0,0,0,6,4,0,Florida,0
ST4754,Other,31,2.58,1586,107.0,Medicine,1,0,1.0,3,2,1,New York,1
ST4755,Male,17,2.8,1307,91.0,Law,0,2,0,6,2,1,Illinois,0
ST4756,Other,18,2.88,1126,119.0,Engineering,0,4,1.0,7,5,0,Illinois,1
ST4757,Other,31,3.21,1070,83.0,Science,1,0,0,10,4,1,New York,0
ST4758,Other,21,3.32,1147,111.0,Business,1,3,0,4,7,1,New York,1
ST4759,Female,34,2.73,1179,114.0,Law,1,4,0,6,7,1,Texas,1
ST4760,Male,26,3.33,1217,89.0,Medicine,1,4,0,6,2,1,Florida,1
ST4761,Male,21,2.57,1058,110.0,Medicine,1,2,0,3,6,1,Florida,0
ST4762,Female,31,2.59,1486,118.0,Science,1,1,0,2,8,1,California,0
ST4763,Male,31,3.92,1128,86.0,Law,1,2,1.0,1,4,1,Florida,1
ST4764,Female,30,2.65,1179,104.0,Business,0,4,1.0,2,8,0,Texas,0
ST4765,Other,17,3.93,1002,120.0,Arts,0,3,0,3,7,0,Florida,1
ST4766,Female,18,2.63,1594,112.0,Law,0,4,0,5,9,0,New York,1
ST4767,Male,28,2.79,1444,106.0,Law,1,3,0,3,7,1,Texas,1
ST4768,Other,34,3.96,1393,102.0,Engineering,0,1,0,7,10,0,Florida,1
ST4769,Other,30,3.71,1317,81.0,Arts,1,1,0,9,6,0,California,1
ST4770,Male,17,2.8,1212,101.0,Law,0,4,1.0,9,9,0,New York,1
ST4771,Female,24,3.44,1056,117.0,Medicine,1,3,1.0,3,10,1,California,1
ST4772,Other,34,2.63,1164,109.0,Science,1,4,1.0,9,5,0,California,1
ST4773,Male,21,2.98,1313,86.0,Arts,1,4,1.0,7,5,0,New York,1
ST4774,Other,24,2.6,1485,105.0,Science,1,4,,7,4,1,Texas,1
ST4775,Other,28,3.61,1116,111.0,Engineering,0,4,1.0,10,9,0,Texas,1
ST4776,Male,17,3.93,1401,95.0,Arts,1,1,1.0,6,1,0,California,1
ST4777,Other,31,2.56,1253,87.0,Medicine,1,4,0,9,10,1,Texas,1
ST4778,Male,21,3.47,1377,94.0,Business,0,0,0,8,5,1,New York,0
ST4779,Female,22,3.82,1506,120.0,Science,0,1,0,2,3,1,Texas,1
ST4780,Female,21,2.61,1060,91.0,Medicine,0,3,0,4,10,0,California,0
ST4781,Other,34,3.46,1593,118.0,Business,1,0,1.0,6,6,1,Florida,1
ST4782,Male,32,3.34,1064,94.0,Business,0,3,0,9,4,1,California,0
ST4783,Female,32,3.84,1136,83.0,Engineering,1,2,1.0,3,3,1,California,1
ST4784,Female,19,2.98,1004,,Science,1,3,0,1,2,0,Texas,0
ST4785,Other,34,3.59,1272,98.0,Science,1,1,1.0,8,2,1,California,1
ST4786,Female,22,3.88,1129,82.0,Arts,1,2,1.0,10,6,0,Texas,1
ST4787,Female,28,2.7,1159,,Arts,1,1,0,1,1,0,Texas,0
ST4788,Female,21,3.42,1390,100.0,Business,1,4,0,4,6,1,Florida,1
ST4789,Female,30,2.78,1573,85.0,Law,0,0,1.0,10,8,1,New York,0
ST4790,Female,32,3.59,1176,88.0,Engineering,1,1,1.0,4,9,1,Texas,1
ST4791,Male,24,3.95,1254,86.0,Science,0,4,0,4,5,0,California,1
ST4792,Male,31,3.46,1195,114.0,Engineering,0,1,0,2,5,1,Florida,0
ST4793,Other,32,2.52,1196,95.0,Engineering,1,4,1.0,4,7,1,California,0
ST4794,Male,26,3.01,1566,112.0,Science,1,1,0,5,8,0,Illinois,1
ST4795,Other,31,2.6,1515,92.0,Arts,0,0,1.0,4,10,0,New York,0
ST4796,Other,34,3.74,1447,108.0,Science,0,4,1.0,9,10,1,New York,1
ST4797,Male,24,3.62,1597,84.0,Medicine,0,4,1.0,6,4,1,California,1
ST4798,Male,25,2.71,1292,97.0,Arts,1,2,1.0,5,2,1,New York,0
ST4799,Male,29,3.74,1354,91.0,Business,0,2,1.0,8,1,0,Illinois,1
ST4800,Other,33,3.39,1373,101.0,Science,1,2,1.0,8,10,1,Florida,1
ST4801,Male,17,3.75,1205,115.0,Law,1,3,0,9,9,0,Texas,1
ST4802,Male,30,2.54,1058,96.0,Arts,0,1,1.0,4,6,1,Illinois,0
ST4803,Other,28,3.0,1385,102.0,Law,1,3,0,9,1,1,Illinois,1
ST4804,Male,34,3.53,1166,103.0,Law,0,2,1.0,1,7,0,Texas,1
ST4805,Other,28,3.24,1237,,Medicine,0,3,0,1,10,1,California,0
ST4806,Other,19,3.29,1542,116.0,Arts,1,3,1.0,3,2,1,Texas,1
ST4807,Male,30,3.12,1054,107.0,Business,0,3,0,10,3,0,Illinois,0
ST4808,Female,32,2.86,1443,114.0,Business,0,1,1.0,4,4,0,Illinois,1
ST4809,Female,18,3.31,1482,85.0,Medicine,1,0,0,7,1,1,Illinois,0
ST4810,Female,26,2.92,1224,81.0,Arts,0,3,1.0,9,7,0,Illinois,0
ST4811,Female,32,3.28,1498,90.0,Medicine,0,1,0,5,9,1,Florida,1
ST4812,Other,33,2.9,1231,,Business,0,1,1.0,9,1,1,New York,0
ST4813,Other,23,2.52,1449,97.0,Science,0,3,1.0,3,7,0,Florida,0
ST4814,Male,24,3.73,1253,113.0,Business,1,1,0,4,6,1,Florida,1
ST4815,Other,28,3.01,1192,114.0,Arts,0,2,1.0,4,6,0,New York,0
ST4816,Other,23,3.48,1254,112.0,Business,1,0,,2,6,0,New York,0
ST4817,Male,33,2.88,1592,104.0,Science,0,0,1.0,2,4,0,New York,0
ST4818,Other,21,3.35,1557,116.0,Law,1,4,0,9,3,1,California,1
ST4819,Other,28,3.68,1238,,Law,0,3,0,3,2,1,California,0
ST4820,Male,27,2.93,1562,81.0,Medicine,0,3,1.0,9,5,1,New York,1
ST4821,Male,33,2.72,1263,88.0,Business,1,0,1.0,1,9,1,Texas,0
ST4822,Female,27,3.48,1201,86.0,Science,1,2,1.0,3,10,1,Illinois,1
ST4823,Male,29,3.83,1434,119.0,Law,0,3,,6,1,0,New York,1
ST4824,Male,34,2.57,1189,81.0,Engineering,1,2,1.0,2,9,1,New York,0
ST4825,Other,22,3.39,1573,106.0,Arts,1,1,0,9,7,0,Florida,1
ST4826,Female,29,2.64,1214,85.0,Science,0,0,0,6,10,1,Texas,0
ST4827,Female,29,2.69,1130,113.0,Medicine,0,2,1.0,4,1,1,Texas,0
ST4828,Other,18,3.39,1285,119.0,Science,0,4,0,4,10,0,Florida,1
ST4829,Female,20,2.8,1268,103.0,Engineering,1,3,0,10,1,0,New York,0
ST4830,Female,17,3.69,1433,99.0,Science,0,3,1.0,5,7,1,California,1
ST4831,Female,32,3.41,1270,91.0,Science,1,0,0,2,9,0,Florida,0
ST4832,Female,33,3.15,1147,84.0,Engineering,1,3,1.0,10,2,0,New York,0
ST4833,Female,21,2.81,1209,86.0,Arts,0,2,,3,7,1,California,0
ST4834,Female,19,3.65,1429,112.0,Medicine,1,0,1.0,7,4,0,Illinois,1
ST4835,Male,33,3.55,1042,90.0,Engineering,0,0,1.0,1,10,1,California,0
ST4836,Female,32,3.39,1124,117.0,Arts,0,4,0,10,8,0,Texas,1
ST4837,Other,29,3.94,1053,102.0,Law,0,3,0,8,9,0,California,1
ST4838,Female,25,3.74,1396,105.0,Arts,0,2,1.0,9,7,1,Illinois,1
ST4839,Other,26,3.9,1264,99.0,Law,1,1,1.0,5,1,1,Illinois,1
ST4840,Male,29,2.76,1088,120.0,Medicine,1,3,1.0,4,4,0,Texas,0
ST4841,Male,30,2.99,1282,85.0,Law,0,1,1.0,10,7,1,California,0
ST4842,Other,33,3.47,1107,108.0,Law,1,2,0,10,2,1,Texas,1
ST4843,Male,17,3.14,1435,118.0,Law,1,3,0,3,7,1,Texas,1
ST4844,Male,28,2.8,1380,109.0,Law,0,3,0,8,5,0,New York,1
ST4845,Other,30,3.75,1272,87.0,Medicine,0,4,0,2,9,0,Illinois,1
ST4846,Female,20,2.79,1562,105.0,Law,0,1,1.0,10,4,1,Illinois,1
ST4847,Other,30,3.77,1372,105.0,Law,0,1,1.0,4,5,0,Texas,1
ST4848,Male,17,3.38,1290,102.0,Medicine,0,4,1.0,2,10,0,California,1
ST4849,Male,27,3.81,1237,102.0,Medicine,0,0,0,10,7,0,California,0
ST4850,Male,29,3.2,1595,103.0,Science,0,1,0,7,10,0,California,1
ST4851,Female,33,3.89,1335,108.0,Law,1,0,0,7,3,0,California,1
ST4852,Female,23,2.87,1589,98.0,Arts,1,4,1.0,1,9,1,New York,1
ST4853,Male,30,3.22,1561,86.0,Engineering,1,3,1.0,10,8,0,Florida,1
ST4854,Male,31,2.98,1018,94.0,Science,1,4,0,7,8,0,California,0
ST4855,Male,32,3.2,1256,88.0,Engineering,0,4,0,6,1,1,Illinois,0
ST4856,Other,21,3.73,1102,84.0,Arts,0,0,0,7,6,0,New York,0
ST4857,Other,27,2.58,1365,86.0,Arts,0,2,1.0,7,6,1,New York,1
ST4858,Other,26,3.83,1348,81.0,Law,0,2,0,8,3,0,Illinois,1
ST4859,Male,28,3.21,1152,119.0,Science,0,0,0,9,6,1,Illinois,1
ST4860,Male,25,2.99,1254,80.0,Science,1,0,0,7,8,1,New York,0
ST4861,Other,24,3.3,1062,100.0,Arts,0,4,1.0,1,4,0,California,1
ST4862,Other,33,2.58,1414,113.0,Medicine,0,0,1.0,5,8,0,California,1
ST4863,Male,30,3.44,1196,97.0,Engineering,0,4,0,6,8,1,Illinois,1
ST4864,Other,18,2.85,1587,110.0,Medicine,0,0,0,6,10,0,Florida,1
ST4865,Male,19,3.32,1093,93.0,Business,1,4,1.0,1,6,0,New York,1
ST4866,Other,27,3.22,1451,98.0,Law,1,0,0,3,4,1,New York,0
ST4867,Female,17,2.54,1329,105.0,Arts,1,1,0,8,2,1,Texas,0
ST4868,Other,29,3.5,1474,106.0,Medicine,1,0,1.0,5,9,0,New York,1
ST4869,Other,24,3.56,1104,80.0,Law,1,1,1.0,3,3,0,Florida,0
ST4870,Female,29,2.57,1207,107.0,Science,1,4,1.0,7,2,1,Florida,0
ST4871,Male,28,3.64,1483,104.0,Medicine,1,3,0,2,6,0,Florida,1
