customer_id,gender,age,region,customer_tenure_months,subscription_type,monthly_charges,num_support_tickets,service_calls_last_6_months,contract_type,payment_method,auto_renewal_enabled,multiple_services,active_last_month,login_frequency_per_week,usage_minutes_per_month,plan_changes_in_last_year,total_charges,churn
C4683,Male,38,North,58,Enterprise,35.04,5,0,1-Year,Credit Card,1,1,1,14.0,2038.86,4,2072.51,0
C4684,Female,69,West,21,Premium,92.54,9,5,Month-to-Month,Bank Transfer,1,0,1,5.0,1068.36,3,1914.06,1
C4685,Female,68,South,42,Enterprise,80.78,9,6,1-Year,Bank Transfer,1,1,1,3.0,2517.92,0,3407.93,0
C4686,Female,19,East,67,Standard,67.65,2,14,Month-to-Month,Bank Transfer,1,1,1,11.0,3921.21,2,4486.76,0
C4687,Female,62,Central,7,Premium,26.57,2,0,1-Year,PayPal,1,1,1,22.0,377.74,4,157.8,0
C4688,Female,66,North,11,Premium,46.71,9,10,Month-to-Month,Credit Card,0,1,1,17.0,4792.82,4,551.41,1
C4689,Male,25,East,59,Enterprise,38.97,1,5,2-Year,Credit Card,0,1,1,19.0,2249.85,4,2322.32,0
C4690,Other,64,Central,49,Enterprise,24.2,1,13,2-Year,Bank Transfer,1,1,0,4.0,730.66,2,1213.65,0
C4691,Other,71,Central,3,Enterprise,105.22,8,10,Month-to-Month,Credit Card,1,1,1,16.0,813.32,1,359.13,1
C4692,Male,79,Central,13,Premium,57.26,8,5,1-Year,Debit Card,0,0,0,18.0,3943.5,2,738.19,1
C4693,Male,18,North,65,Standard,39.29,3,14,1-Year,PayPal,1,0,1,14.0,624.33,0,2506.74,0
C4694,Other,54,South,39,Enterprise,30.53,7,0,2-Year,PayPal,0,0,0,7.0,2349.87,0,1144.59,0
C4695,Other,24,South,68,Enterprise,67.29,1,11,Month-to-Month,PayPal,0,1,1,5.0,4705.93,4,4541.26,0
C4696,Other,25,North,10,Enterprise,107.77,0,4,1-Year,Debit Card,0,1,1,2.0,4216.53,3,1097.72,0
C4697,Other,64,East,59,Basic,91.87,8,4,1-Year,Credit Card,1,0,1,20.0,4861.14,3,5460.12,0
C4698,Female,25,Central,48,Basic,38.0,6,7,Month-to-Month,PayPal,0,0,1,3.0,941.75,1,1832.62,0
C4699,Female,19,North,66,Standard,91.17,6,2,2-Year,Bank Transfer,0,0,1,3.0,3593.37,3,6024.69,0
C4700,Male,18,Central,43,Standard,90.18,7,2,1-Year,PayPal,1,1,1,20.0,4022.76,1,3900.81,0
C4701,Other,30,East,71,Enterprise,87.92,5,14,1-Year,PayPal,1,1,0,5.0,2030.05,0,6229.73,0
C4702,Other,43,Central,40,Basic,63.35,5,0,1-Year,Debit Card,0,0,0,5.0,2993.38,0,2551.49,0
C4703,Male,44,West,22,Standard,91.83,2,14,Month-to-Month,Debit Card,1,1,1,2.0,2099.29,2,2057.11,1
C4704,Other,80,North,37,Premium,27.53,8,10,Month-to-Month,Bank Transfer,0,1,1,10.0,,0,1056.0,0
C4705,Male,62,North,4,Enterprise,52.4,8,5,2-Year,Bank Transfer,1,1,0,19.0,4693.68,2,226.49,1
C4706,Other,57,Central,66,Standard,34.95,6,1,2-Year,Bank Transfer,1,1,1,17.0,2742.7,3,2323.43,0
C4707,Other,22,South,9,Basic,27.69,7,13,1-Year,PayPal,0,0,0,9.0,921.8,0,214.17,0
C4708,Other,54,Central,3,Premium,47.14,5,8,2-Year,Bank Transfer,1,0,1,11.0,4341.54,3,183.95,0
C4709,Other,69,North,17,Enterprise,66.92,0,0,2-Year,Debit Card,0,0,0,18.0,4916.23,2,1131.83,0
C4710,Other,35,East,42,Basic,67.84,2,14,2-Year,PayPal,1,0,0,24.0,467.42,4,2852.79,0
C4711,Other,41,Central,67,Standard,118.68,1,5,1-Year,Credit Card,0,1,0,1.0,1789.18,1,7957.15,0
C4712,Female,62,East,36,Enterprise,59.98,0,0,Month-to-Month,Debit Card,0,1,1,2.0,1873.16,1,2190.42,0
C4713,Male,20,South,72,Basic,88.13,8,12,Month-to-Month,Bank Transfer,1,0,0,12.0,2258.07,4,6346.47,0
C4714,Male,59,South,55,Premium,38.38,3,6,2-Year,PayPal,1,0,1,7.0,642.22,1,2068.27,0
C4715,Other,50,North,34,Premium,94.61,9,5,Month-to-Month,Debit Card,0,0,0,12.0,364.94,0,3176.97,1
C4716,Male,66,North,23,Premium,103.66,1,10,1-Year,PayPal,1,1,1,22.0,1930.03,4,2343.73,0
C4717,Other,40,East,13,Basic,61.23,4,14,1-Year,Debit Card,0,0,0,3.0,3960.72,4,771.93,1
C4718,Other,27,North,71,Premium,63.85,0,1,2-Year,PayPal,1,1,0,6.0,519.52,0,4539.81,0
C4719,Female,34,Central,68,Basic,59.59,3,5,1-Year,Debit Card,1,0,1,23.0,2058.46,0,4084.25,0
C4720,Other,28,North,27,Enterprise,39.14,3,13,Month-to-Month,Credit Card,1,1,1,20.0,3959.68,0,1061.62,0
C4721,Male,79,South,8,Premium,96.86,1,0,2-Year,Debit Card,1,0,1,14.0,4925.62,0,732.16,0
C4722,Other,64,West,17,Enterprise,62.46,0,10,Month-to-Month,Debit Card,1,0,0,2.0,2510.28,0,1063.12,1
C4723,Male,58,East,6,Premium,102.48,1,12,2-Year,Debit Card,0,0,1,11.0,2345.9,2,606.28,0
C4724,Female,75,East,30,Standard,56.09,8,1,2-Year,Credit Card,1,1,1,16.0,1480.47,1,1661.55,0
C4725,Male,31,North,58,Standard,25.68,6,10,1-Year,Bank Transfer,0,1,1,15.0,4948.45,1,1488.6,0
C4726,Other,60,East,35,Basic,97.6,8,11,Month-to-Month,Debit Card,0,1,1,11.0,1395.79,4,3445.67,1
C4727,Female,29,South,29,Premium,60.47,7,13,1-Year,Debit Card,0,1,1,11.0,678.18,2,1784.9,0
C4728,Male,51,East,12,Enterprise,115.84,3,2,Month-to-Month,Bank Transfer,0,0,0,0,2009.05,0,1435.37,1
C4729,Male,72,East,23,Basic,29.26,4,10,1-Year,Bank Transfer,0,1,0,4.0,729.76,3,664.23,0
C4730,Other,25,Central,5,Standard,22.64,1,11,1-Year,Debit Card,1,0,0,5.0,3126.38,0,160.65,0
C4731,Other,18,East,27,Premium,20.69,1,5,1-Year,Bank Transfer,0,0,0,22.0,578.84,0,566.94,0
C4732,Female,58,West,16,Premium,117.7,4,9,2-Year,PayPal,1,0,0,11.0,4369.46,2,1850.1,1
C4733,Male,74,Central,55,Enterprise,54.59,8,8,Month-to-Month,Credit Card,1,1,1,7.0,1708.4,3,3032.19,0
C4734,Male,60,West,42,Basic,37.94,4,1,1-Year,PayPal,0,1,0,19.0,2138.9,4,1601.1,0
C4735,Female,19,Central,21,Basic,37.65,0,4,2-Year,Credit Card,0,1,0,1.0,1725.12,4,815.33,0
C4736,Female,33,East,6,Premium,85.29,5,14,Month-to-Month,Bank Transfer,1,1,1,6.0,760.57,2,481.9,1
C4737,Female,33,Central,32,Enterprise,51.73,5,2,1-Year,Debit Card,1,1,0,16.0,86.85,2,1665.57,0
C4738,Other,30,East,44,Enterprise,102.29,7,1,Month-to-Month,PayPal,0,1,1,11.0,2953.19,0,4465.21,1
C4739,Other,43,East,17,Enterprise,46.97,1,0,1-Year,Bank Transfer,1,1,1,13.0,4348.75,2,805.7,0
C4740,Male,35,East,14,Premium,50.8,5,1,1-Year,PayPal,1,0,1,7.0,3008.92,1,716.73,0
C4741,Other,52,Central,11,Basic,68.16,1,13,Month-to-Month,PayPal,0,0,1,23.0,2667.63,4,770.28,1
C4742,Male,58,East,64,Premium,91.55,1,8,2-Year,Bank Transfer,1,0,0,24.0,4002.92,0,5889.11,0
C4743,Male,33,South,63,Premium,92.89,9,6,Month-to-Month,Debit Card,1,1,1,3.0,1874.49,4,5802.58,0
C4744,Other,26,West,12,Standard,56.16,9,2,1-Year,Debit Card,1,1,0,0,1595.38,3,696.43,1
C4745,Other,45,East,53,Premium,82.82,7,1,1-Year,Bank Transfer,1,1,1,9.0,592.44,4,4391.43,0
C4746,Male,45,West,12,Basic,72.59,7,14,Month-to-Month,Debit Card,1,0,1,13.0,353.46,2,872.41,1
C4747,Other,67,East,55,Basic,62.07,4,9,Month-to-Month,Credit Card,0,1,0,3.0,4829.46,1,3419.54,0
C4748,Female,70,North,69,Basic,29.78,7,7,2-Year,PayPal,0,1,0,14.0,841.32,1,2039.12,0
C4749,Female,50,East,62,Enterprise,72.44,5,14,2-Year,Debit Card,1,0,1,20.0,2450.28,3,4511.48,0
C4750,Other,57,Central,54,Basic,86.92,7,5,1-Year,PayPal,1,0,1,12.0,2052.22,1,4685.7,0
C4751,Other,47,Central,53,Enterprise,26.82,8,3,Month-to-Month,Credit Card,1,1,0,8.0,379.28,2,1465.12,0
C4752,Other,77,West,69,Standard,78.51,5,5,Month-to-Month,Bank Transfer,1,1,1,22.0,1972.78,0,5412.93,0
C4753,Female,21,West,15,Enterprise,47.67,0,8,Month-to-Month,Credit Card,0,0,0,5.0,1286.54,1,729.04,1
C4754,Female,56,East,24,Basic,42.73,9,10,Month-to-Month,Credit Card,1,1,0,21.0,3018.85,4,1018.35,1
C4755,Other,46,East,70,Basic,71.87,4,14,1-Year,Debit Card,1,0,0,24.0,1028.6,4,4998.19,0
C4756,Male,18,Central,32,Standard,93.07,3,2,1-Year,PayPal,0,1,1,20.0,169.74,1,3009.78,0
C4757,Other,27,Central,22,Standard,40.85,2,12,2-Year,Credit Card,1,0,0,22.0,1132.48,1,912.59,0
C4758,Male,58,West,71,Standard,29.61,5,0,1-Year,Bank Transfer,1,1,0,13.0,4989.31,0,2124.84,0
C4759,Female,43,West,48,Basic,78.51,7,14,2-Year,Bank Transfer,0,1,1,0,60.82,4,3799.5,0
C4760,Other,64,North,6,Premium,110.14,1,9,1-Year,PayPal,1,0,0,1.0,180.01,4,643.96,1
C4761,Male,18,Central,17,Standard,103.14,5,10,Month-to-Month,PayPal,0,0,1,12.0,197.69,4,1709.97,1
C4762,Male,77,Central,1,Enterprise,117.19,6,3,Month-to-Month,Bank Transfer,1,1,1,10.0,2177.3,1,106.26,1
C4763,Other,79,Central,14,Standard,31.47,7,9,1-Year,Bank Transfer,0,1,1,0,1381.9,0,483.92,0
C4764,Other,55,South,13,Basic,82.27,1,11,2-Year,PayPal,1,1,1,9.0,4945.92,0,1043.39,0
C4765,Male,43,West,10,Enterprise,114.47,7,4,Month-to-Month,PayPal,0,0,1,8.0,4468.95,4,1111.27,1
C4766,Female,57,West,25,Basic,23.73,4,14,2-Year,Debit Card,1,1,0,18.0,1671.29,4,604.92,0
C4767,Other,20,East,17,Basic,75.7,3,11,1-Year,Debit Card,0,1,0,21.0,2470.87,3,1296.27,1
C4768,Male,54,South,42,Standard,74.48,3,12,Month-to-Month,Credit Card,1,1,0,24.0,2890.05,4,3085.56,1
C4769,Other,53,North,33,Enterprise,32.05,8,9,2-Year,PayPal,1,1,1,19.0,1959.14,2,1080.63,0
C4770,Other,29,North,17,Premium,88.75,8,10,1-Year,Debit Card,0,0,1,0,3292.84,3,1494.03,1
C4771,Other,73,South,3,Premium,113.32,4,13,1-Year,Debit Card,0,0,0,8.0,2934.55,1,318.67,1
C4772,Male,59,North,47,Premium,81.92,3,9,2-Year,Bank Transfer,0,0,1,16.0,4109.13,3,3818.56,0
C4773,Female,38,West,32,Enterprise,51.53,3,1,2-Year,PayPal,1,1,1,16.0,3545.07,4,1648.93,0
C4774,Female,20,East,63,Basic,62.1,2,9,2-Year,PayPal,1,1,1,4.0,4056.45,2,3885.53,0
C4775,Female,33,West,64,Standard,60.1,0,11,Month-to-Month,Bank Transfer,0,0,0,5.0,867.51,0,3871.01,0
C4776,Other,79,South,24,Standard,36.69,8,4,1-Year,PayPal,0,1,0,18.0,1991.8,2,858.72,0
C4777,Female,63,Central,39,Enterprise,29.6,6,0,2-Year,Credit Card,1,1,1,,3815.02,2,1134.32,0
C4778,Female,72,East,48,Premium,23.6,1,12,1-Year,Bank Transfer,0,1,1,21.0,3721.51,1,1170.54,0
C4779,Male,55,South,54,Basic,65.71,3,13,Month-to-Month,Debit Card,1,1,0,21.0,4731.82,3,3578.54,0
C4780,Male,26,West,27,Basic,59.05,1,4,1-Year,Debit Card,0,1,0,1.0,3782.86,4,1612.47,0
C4781,Male,31,North,47,Standard,118.59,0,0,2-Year,Credit Card,1,0,1,23.0,1314.14,2,5568.76,0
C4782,Female,55,East,12,Enterprise,47.04,9,12,2-Year,PayPal,0,1,0,6.0,832.68,0,561.24,1
C4783,Male,78,South,15,Enterprise,115.22,8,12,2-Year,Bank Transfer,1,1,1,5.0,4120.34,3,1749.54,1
C4784,Male,52,West,40,Basic,107.27,3,5,Month-to-Month,Debit Card,0,0,0,8.0,2263.78,1,4256.39,1
C4785,Male,49,South,10,Standard,57.5,9,14,Month-to-Month,Bank Transfer,0,1,1,21.0,2509.3,0,575.1,1
C4786,Female,71,East,44,Enterprise,29.55,9,5,2-Year,Debit Card,1,0,0,20.0,1110.9,2,1271.55,0
C4787,Other,41,West,68,Basic,102.33,8,14,2-Year,Credit Card,0,0,0,18.0,1588.48,3,6997.79,0
C4788,Other,49,East,65,Enterprise,28.85,6,1,Month-to-Month,Debit Card,1,0,1,2.0,,1,1840.84,0
C4789,Male,37,Central,53,Basic,66.49,6,4,2-Year,Bank Transfer,0,0,1,22.0,386.42,2,3572.22,0
C4790,Male,63,North,17,Premium,106.12,9,7,1-Year,Debit Card,1,1,1,23.0,1569.17,3,1816.73,0
C4791,Male,18,North,30,Premium,56.99,5,7,Month-to-Month,Credit Card,1,1,0,1.0,1707.85,3,1688.5,1
C4792,Female,78,East,33,Standard,46.87,9,3,2-Year,Bank Transfer,1,0,0,8.0,2689.4,2,1527.32,0
C4793,Other,26,North,49,Enterprise,65.73,5,8,2-Year,Debit Card,0,0,0,10.0,791.21,4,3228.98,0
C4794,Female,46,North,68,Premium,92.05,9,1,Month-to-Month,Credit Card,0,0,1,13.0,845.39,1,6272.13,0
C4795,Male,55,North,29,Enterprise,100.04,9,2,1-Year,Bank Transfer,1,1,0,0,1537.14,1,2920.26,1
C4796,Male,76,South,36,Basic,91.62,4,4,2-Year,Debit Card,0,0,0,6.0,4248.6,4,3274.74,1
C4797,Male,45,West,7,Premium,100.06,2,6,Month-to-Month,Debit Card,0,1,0,3.0,1120.27,4,735.06,1
C4798,Male,48,East,1,Premium,94.68,2,10,1-Year,Bank Transfer,1,1,1,21.0,2856.44,0,49.62,1
C4799,Other,73,West,66,Standard,94.24,4,10,1-Year,Bank Transfer,0,0,0,,2256.5,1,6191.63,0
C4800,Other,73,North,5,Enterprise,111.04,3,13,2-Year,Bank Transfer,1,1,1,2.0,3162.21,1,586.83,1
C4801,Other,58,East,49,Basic,103.84,5,2,2-Year,Credit Card,1,0,0,19.0,489.85,2,5129.4,0
C4802,Female,80,Central,29,Premium,70.46,3,3,Month-to-Month,PayPal,0,0,1,8.0,4542.56,4,2036.87,1
C4803,Other,24,North,36,Premium,47.87,0,6,2-Year,Debit Card,1,1,1,23.0,3969.16,1,1727.68,0
C4804,Female,31,Central,61,Basic,45.03,6,5,1-Year,Bank Transfer,1,0,1,24.0,4255.94,1,2725.77,0
C4805,Male,32,North,52,Enterprise,52.43,6,2,1-Year,PayPal,1,0,0,1.0,1991.64,3,2681.0,0
C4806,Female,79,North,64,Basic,101.16,1,14,1-Year,PayPal,0,0,0,12.0,4176.43,1,6427.93,0
C4807,Male,19,West,54,Premium,114.84,3,2,1-Year,Bank Transfer,1,0,0,11.0,3947.72,0,6203.14,0
C4808,Other,60,East,28,Premium,71.03,0,4,1-Year,Bank Transfer,1,0,1,10.0,2737.56,3,1994.03,0
C4809,Male,38,Central,20,Enterprise,68.38,4,4,Month-to-Month,Bank Transfer,1,1,0,10.0,2356.5,1,1364.91,1
C4810,Other,77,South,47,Basic,68.49,6,5,2-Year,Bank Transfer,0,0,1,8.0,2524.97,3,3232.38,0
C4811,Male,75,West,51,Enterprise,90.6,5,2,1-Year,Credit Card,0,1,1,18.0,4125.87,0,4596.5,0
C4812,Male,76,East,36,Basic,106.76,7,2,2-Year,Credit Card,1,0,1,22.0,3217.19,1,3858.2,0
C4813,Male,70,West,50,Premium,112.66,3,11,Month-to-Month,Credit Card,0,0,0,,4878.58,1,5623.25,1
C4814,Other,68,East,12,Basic,71.17,5,1,Month-to-Month,Bank Transfer,1,1,0,20.0,2034.9,3,817.72,1
C4815,Other,78,West,51,Basic,90.1,6,13,1-Year,Bank Transfer,0,1,0,19.0,3741.87,1,4567.21,0
C4816,Male,45,Central,57,Enterprise,26.8,5,11,1-Year,PayPal,0,1,0,16.0,2469.76,3,1493.65,0
C4817,Other,38,South,8,Enterprise,69.66,5,12,Month-to-Month,PayPal,0,0,1,5.0,115.63,4,599.67,1
C4818,Male,70,North,4,Basic,77.57,1,6,2-Year,Debit Card,1,0,1,14.0,1093.01,3,335.84,0
C4819,Male,58,East,59,Premium,66.46,9,5,1-Year,Credit Card,0,1,0,18.0,3536.18,1,3931.39,0
C4820,Other,65,South,11,Premium,42.49,4,11,2-Year,Credit Card,0,1,0,14.0,1609.44,0,458.61,0
C4821,Other,22,South,44,Basic,35.89,0,2,Month-to-Month,Debit Card,1,0,1,17.0,3187.65,1,1571.56,0
C4822,Male,57,West,11,Premium,38.71,1,4,1-Year,PayPal,1,0,1,23.0,2797.38,2,433.1,0
C4823,Other,63,Central,20,Standard,117.88,1,8,2-Year,Credit Card,1,0,1,7.0,,4,2362.64,1
C4824,Male,22,South,24,Standard,88.02,5,8,Month-to-Month,Credit Card,1,0,0,19.0,184.61,4,2160.16,1
C4825,Male,73,East,59,Premium,80.29,7,2,Month-to-Month,Credit Card,1,1,1,20.0,,4,4701.38,0
C4826,Male,50,North,26,Basic,46.01,7,9,1-Year,Credit Card,1,0,1,17.0,1671.04,2,1215.52,0
C4827,Female,61,West,5,Standard,80.87,0,4,Month-to-Month,Credit Card,1,1,0,23.0,2036.43,2,442.44,1
C4828,Male,68,South,57,Enterprise,46.24,0,8,Month-to-Month,Debit Card,1,0,0,2.0,406.6,0,2655.37,0
C4829,Male,76,North,62,Premium,80.18,1,3,2-Year,Bank Transfer,1,0,1,1.0,4067.86,2,4939.09,0
C4830,Male,78,South,56,Standard,82.09,6,4,1-Year,PayPal,0,1,0,16.0,3489.37,1,4580.05,0
C4831,Female,62,South,20,Standard,61.97,6,10,2-Year,Bank Transfer,1,0,1,23.0,2558.2,4,1261.14,0
C4832,Male,68,South,40,Enterprise,23.95,4,0,1-Year,PayPal,1,0,0,10.0,3846.51,4,994.63,0
C4833,Other,44,East,16,Basic,109.83,5,1,2-Year,Bank Transfer,1,0,1,8.0,4080.28,1,1710.51,1
C4834,Male,22,East,54,Premium,45.89,1,14,Month-to-Month,Bank Transfer,1,1,1,0,2496.52,0,2479.06,0
C4835,Other,18,South,26,Standard,86.67,7,2,2-Year,Credit Card,0,1,0,16.0,4382.81,1,2223.14,0
C4836,Other,35,South,44,Basic,106.39,0,11,2-Year,PayPal,1,1,1,18.0,2780.04,3,4659.95,0
C4837,Female,27,East,60,Basic,58.64,8,5,1-Year,Bank Transfer,0,0,0,0,4362.97,1,3486.16,0
C4838,Male,69,South,50,Basic,109.44,9,6,2-Year,Debit Card,0,1,1,3.0,4507.19,3,5464.77,0
C4839,Other,27,West,66,Standard,20.2,6,11,2-Year,Credit Card,1,1,0,15.0,2054.94,1,1368.22,0
C4840,Other,26,North,67,Enterprise,57.66,2,9,Month-to-Month,Debit Card,1,1,1,18.0,482.21,4,3906.85,0
C4841,Other,49,North,68,Premium,119.58,4,4,2-Year,Bank Transfer,1,1,1,19.0,303.6,4,8122.07,0
C4842,Other,41,South,36,Enterprise,61.69,1,11,Month-to-Month,PayPal,0,0,1,0,310.26,3,2232.36,0
C4843,Female,24,South,69,Basic,106.61,0,10,1-Year,Debit Card,1,0,1,21.0,4272.43,4,7337.18,0
C4844,Female,44,Central,40,Basic,95.85,5,8,2-Year,Credit Card,1,1,1,21.0,687.99,1,3850.19,0
C4845,Other,36,North,30,Premium,43.31,0,3,1-Year,Bank Transfer,0,0,0,21.0,3395.42,2,1338.51,0
C4846,Male,58,West,64,Enterprise,82.84,0,10,1-Year,PayPal,1,0,1,8.0,2235.31,3,5287.78,0
C4847,Female,40,Central,54,Enterprise,28.89,2,1,2-Year,Bank Transfer,0,0,1,20.0,3699.54,4,1577.46,0
C4848,Male,53,West,36,Premium,57.73,9,8,2-Year,Credit Card,1,1,1,18.0,1445.19,0,2104.09,0
C4849,Male,68,North,22,Enterprise,99.23,7,0,Month-to-Month,Bank Transfer,0,0,0,21.0,449.66,3,2136.39,1
C4850,Male,29,North,47,Enterprise,38.37,4,0,1-Year,Credit Card,0,0,1,2.0,,3,1827.19,0
C4851,Female,43,East,55,Enterprise,49.61,6,7,1-Year,Debit Card,0,1,0,1.0,3574.15,4,2738.63,0
C4852,Other,55,Central,17,Standard,22.48,1,12,2-Year,Debit Card,0,0,0,14.0,1663.03,3,406.18,0
C4853,Other,45,Central,7,Standard,20.61,3,5,1-Year,Bank Transfer,1,0,1,15.0,1862.57,4,118.95,0
C4854,Male,27,South,25,Basic,99.15,3,7,2-Year,Credit Card,1,0,1,21.0,3913.42,1,2439.4,0
C4855,Male,49,Central,67,Standard,59.89,7,4,2-Year,PayPal,1,0,0,0,3710.61,2,4037.51,0
C4856,Female,56,Central,49,Premium,27.81,1,4,Month-to-Month,Bank Transfer,1,0,1,15.0,727.04,1,1387.34,0
C4857,Female,44,South,48,Basic,26.41,4,3,Month-to-Month,Bank Transfer,1,0,1,6.0,1164.78,3,1240.25,0
C4858,Other,74,Central,9,Basic,99.5,6,13,Month-to-Month,Debit Card,0,0,1,7.0,2445.47,4,942.29,1
C4859,Female,46,East,28,Enterprise,60.72,9,14,Month-to-Month,Debit Card,0,0,0,22.0,1453.98,2,1741.78,1
C4860,Other,43,North,8,Standard,42.03,1,3,1-Year,Debit Card,0,0,0,,3256.56,2,321.54,0
C4861,Male,74,West,3,Basic,33.51,0,2,Month-to-Month,Credit Card,1,0,0,24.0,,0,99.2,1
C4862,Female,33,East,24,Enterprise,58.88,7,11,2-Year,Credit Card,1,1,0,1.0,2411.55,4,1377.52,0
C4863,Other,55,South,5,Basic,108.68,3,1,Month-to-Month,Debit Card,0,0,0,6.0,,4,578.77,1
C4864,Female,42,East,48,Basic,97.3,8,4,Month-to-Month,Credit Card,1,1,1,11.0,1763.42,2,4652.36,1
C4865,Other,55,South,24,Standard,56.54,0,9,Month-to-Month,Credit Card,0,0,1,20.0,3418.11,3,1344.9,1
C4866,Male,77,Central,15,Standard,72.07,4,8,2-Year,Credit Card,1,0,1,7.0,1888.33,2,1103.2,0
C4867,Female,46,North,11,Standard,76.79,1,1,1-Year,Bank Transfer,1,0,1,10.0,424.09,1,806.42,0
C4868,Female,64,West,21,Enterprise,95.2,2,3,1-Year,Bank Transfer,1,0,1,1.0,1299.92,0,1981.25,0
C4869,Male,18,South,22,Basic,21.61,2,7,1-Year,Debit Card,1,1,1,11.0,160.34,4,503.94,0
C4870,Female,52,West,56,Standard,115.79,8,13,1-Year,Bank Transfer,1,0,0,16.0,1339.21,0,6467.73,0
C4871,Male,22,Central,40,Basic,119.39,2,11,1-Year,Debit Card,0,0,1,12.0,4854.11,3,4820.42,0
C4872,Male,74,West,36,Premium,57.06,4,9,2-Year,PayPal,0,0,0,16.0,481.13,4,2062.59,1
C4873,Male,25,West,34,Premium,48.06,5,13,2-Year,Credit Card,0,0,0,8.0,4711.26,0,1624.54,0
C4874,Female,65,North,34,Standard,66.15,9,4,2-Year,Credit Card,1,0,0,11.0,4687.61,4,2203.17,0
C4875,Female,31,North,33,Basic,92.21,2,1,1-Year,Credit Card,1,1,0,12.0,3062.59,3,3021.55,1
C4876,Other,78,North,15,Basic,83.47,7,12,1-Year,Credit Card,1,1,0,2.0,3632.92,4,1288.23,1
C4877,Other,32,East,21,Premium,43.12,8,0,2-Year,Credit Card,0,0,0,7.0,1301.1,1,885.61,1
C4878,Other,24,West,55,Premium,48.36,5,4,Month-to-Month,PayPal,1,1,1,7.0,4090.51,0,2671.63,0
C4879,Other,27,North,62,Basic,36.94,3,1,Month-to-Month,PayPal,0,0,0,,710.07,4,2293.91,0
C4880,Other,61,North,43,Standard,105.02,9,11,Month-to-Month,Debit Card,1,1,0,6.0,833.38,4,4554.07,1
C4881,Female,62,Central,7,Standard,48.71,0,4,2-Year,Bank Transfer,1,0,0,21.0,783.03,3,320.95,1
C4882,Female,56,West,6,Standard,88.11,1,5,1-Year,PayPal,1,1,0,1.0,1878.48,3,559.03,1
C4883,Female,59,Central,18,Enterprise,95.27,1,1,Month-to-Month,Credit Card,0,1,0,24.0,2454.1,0,1723.2,1
C4884,Female,61,Central,7,Basic,85.31,9,3,2-Year,Credit Card,0,0,1,5.0,,4,573.17,1
C4885,Male,27,North,11,Enterprise,101.19,2,4,2-Year,Debit Card,0,1,0,21.0,984.08,2,1127.2,1
C4886,Male,46,West,4,Standard,63.7,5,11,1-Year,Bank Transfer,0,0,0,19.0,1918.9,1,246.19,1
C4887,Male,43,Central,33,Enterprise,74.22,9,0,2-Year,Credit Card,0,0,1,1.0,1592.42,3,2401.92,1
C4888,Other,47,East,45,Standard,20.58,2,5,2-Year,Bank Transfer,0,0,0,23.0,647.0,0,938.13,0
C4889,Female,24,Central,25,Enterprise,75.88,6,6,Month-to-Month,PayPal,1,1,0,5.0,1894.49,1,1916.73,1
C4890,Other,22,South,12,Premium,110.43,1,9,2-Year,Credit Card,0,1,0,9.0,,3,1320.75,1
C4891,Other,61,South,44,Enterprise,119.48,1,4,Month-to-Month,Credit Card,0,1,1,6.0,3808.51,3,5284.99,1
C4892,Female,48,Central,16,Standard,29.38,5,0,1-Year,Bank Transfer,0,0,0,21.0,4232.68,2,460.7,0
C4893,Female,54,North,4,Premium,27.14,4,7,Month-to-Month,PayPal,0,1,1,5.0,2262.85,2,136.88,1
C4894,Female,60,West,28,Basic,67.99,4,6,Month-to-Month,Debit Card,1,0,0,20.0,795.6,4,1950.6,1
C4895,Female,60,West,36,Basic,31.48,8,13,2-Year,Debit Card,0,0,1,5.0,4719.51,2,1109.87,0
C4896,Female,37,West,5,Enterprise,38.78,5,2,2-Year,PayPal,0,1,1,21.0,1435.09,3,197.26,0
C4897,Male,22,East,4,Premium,21.22,1,9,1-Year,Credit Card,1,0,1,3.0,3959.33,3,117.73,0
C4898,Female,71,West,44,Premium,57.83,3,2,Month-to-Month,Credit Card,0,1,1,20.0,3594.16,3,2527.42,0
C4899,Other,27,West,3,Standard,98.02,7,3,2-Year,PayPal,0,1,1,21.0,1516.24,3,318.78,1
C4900,Male,31,South,1,Premium,23.19,0,5,2-Year,Debit Card,0,0,0,9.0,3339.38,1,67.95,0
C4901,Male,35,Central,13,Standard,61.56,6,13,Month-to-Month,Debit Card,1,1,1,8.0,3421.25,3,769.51,1
C4902,Male,33,South,67,Standard,55.15,1,10,2-Year,PayPal,1,0,0,7.0,4945.84,3,3711.2,0
C4903,Male,54,North,28,Standard,40.47,9,2,Month-to-Month,PayPal,0,0,1,18.0,173.53,4,1094.9,1
C4904,Other,20,Central,10,Enterprise,45.07,4,14,2-Year,Bank Transfer,0,0,0,20.0,2768.82,2,486.11,0
C4905,Female,80,North,62,Basic,45.47,6,9,Month-to-Month,PayPal,1,0,1,18.0,4528.19,4,2826.25,0
C4906,Female,37,East,49,Standard,56.22,9,9,1-Year,PayPal,1,0,1,24.0,2233.99,3,2719.61,0
C4907,Female,60,North,8,Enterprise,71.88,8,8,Month-to-Month,Debit Card,0,1,0,1.0,2705.83,2,620.76,1
C4908,Other,43,Central,40,Premium,59.81,0,1,1-Year,PayPal,1,0,0,8.0,3652.67,1,2360.55,0
