house_id,location,area_sqft,num_bedrooms,num_bathrooms,garage,year_built,lot_size_sqft,num_floors,has_basement,has_pool,house_style,exterior_material,condition_rating,proximity_to_city_center_km,school_quality_rating,crime_rate_per_1000,price
ID_5784,Chicago,3480,5,3,0,1990,2832,3,1,,Traditional,Vinyl,3,10.21,3,4.61,896155
ID_5785,Dallas,3545,2,4,0,2015,9043,2,1,1.0,Ranch,Wood,2,18.95,7,1.37,1000840
ID_5786,San Jose,1739,3,4,1,1930,18068,3,0,0,Contemporary,Wood,3,35.71,1,7.69,593130
ID_5787,New York,2275,4,4,1,1906,2301,2,1,0,Traditional,Stucco,5,45.1,2,6.91,577325
ID_5788,San Jose,2591,3,4,0,1916,4410,3,1,0,Ranch,Vinyl,8,28.36,1,7.97,670935
ID_5789,San Diego,4747,4,2,1,1917,17668,3,0,0,Ranch,Vinyl,8,19.23,7,8.87,1108661
ID_5790,Dallas,4698,2,4,0,1905,17650,3,1,1.0,Contemporary,Brick,9,41.16,10,3.51,1123853
ID_5791,Phoenix,1204,4,2,0,1914,14805,3,0,1.0,Colonial,Vinyl,1,8.08,9,6.63,578460
ID_5792,San Diego,2853,6,1,0,1957,6843,3,0,1.0,Modern,Brick,9,42.52,6,8.1,808428
ID_5793,San Jose,4092,5,2,0,1968,3147,1,0,0,Traditional,Stucco,3,11.45,6,4.28,930491
ID_5794,San Antonio,4448,6,5,1,1956,6601,2,0,0,Contemporary,Brick,6,34.53,8,8.88,1104110
ID_5795,San Antonio,1045,4,3,1,1986,7653,3,1,0,Colonial,Vinyl,7,1.09,9,8.55,641357
ID_5796,San Diego,1149,1,4,1,1919,19316,2,1,0,Modern,Vinyl,1,44.08,7,5.94,492144
ID_5797,Chicago,4145,1,4,1,1966,7076,1,1,0,Contemporary,Brick,10,19.0,4,8.51,979868
ID_5798,Chicago,1034,5,4,0,1985,6524,1,1,0,Contemporary,Vinyl,2,4.58,6,9.71,606330
ID_5799,Philadelphia,3285,1,5,1,2018,6994,3,0,0,Modern,Brick,9,22.16,9,2.44,952676
ID_5800,San Jose,2960,2,2,1,1972,8668,2,1,0,Ranch,Vinyl,1,31.71,1,9.39,704162
ID_5801,Phoenix,4496,2,2,1,1992,1263,1,1,0,Modern,Vinyl,9,10.15,1,8.16,1015717
ID_5802,New York,1083,4,3,1,1992,4085,3,0,1.0,Contemporary,Wood,8,25.45,9,3.72,650156
ID_5803,Philadelphia,4871,4,1,1,1973,16387,1,1,0,Modern,Brick,9,14.87,4,4.2,1170722
ID_5804,San Antonio,2772,1,3,0,1983,15996,3,0,1.0,Modern,Brick,7,11.14,6,1.41,860721
ID_5805,Philadelphia,1400,4,4,0,1954,14368,1,1,1.0,Contemporary,Wood,6,3.05,6,7.71,662214
ID_5806,San Antonio,3243,1,2,0,1929,11170,3,1,,Traditional,Vinyl,1,29.31,7,7.64,765828
ID_5807,Los Angeles,3194,3,5,1,1934,19966,3,0,0,Ranch,Wood,2,37.67,7,8.1,903954
ID_5808,New York,4404,6,2,0,1902,15747,3,0,1.0,Ranch,Vinyl,2,20.23,9,2.69,1054567
ID_5809,San Antonio,4008,3,5,0,1991,7637,1,1,1.0,Modern,Vinyl,2,7.81,7,0.9,1122773
ID_5810,Phoenix,4125,6,3,1,1955,10215,2,0,,Traditional,Vinyl,9,5.35,9,2.65,1129627
ID_5811,Phoenix,1837,6,1,1,1949,5821,1,1,0,Modern,Vinyl,9,47.6,6,2.18,641783
ID_5812,Dallas,4356,1,4,0,1975,5007,2,1,1.0,Ranch,Wood,8,10.92,7,9.22,1064008
ID_5813,San Diego,1625,5,1,0,1962,6288,2,1,0,Traditional,Brick,7,31.9,10,1.19,679726
ID_5814,San Jose,2522,4,1,1,1967,12395,3,1,0,Colonial,Brick,8,35.65,9,7.43,755579
ID_5815,Philadelphia,1678,5,4,0,1934,13492,2,1,0,Contemporary,Brick,3,36.57,3,9.41,559503
ID_5816,Phoenix,1899,4,3,0,1972,14147,1,0,0,Modern,Wood,1,45.73,4,9.44,558406
ID_5817,Houston,4194,6,1,1,1985,12754,3,0,0,Contemporary,Brick,5,28.77,10,5.61,1090932
ID_5818,Chicago,4825,4,3,0,1920,19146,2,0,0,Traditional,Vinyl,5,32.32,5,6.88,1088568
ID_5819,Phoenix,2151,3,4,0,1939,1888,2,0,0,Ranch,Wood,8,35.8,5,3.79,568196
ID_5820,Houston,2936,6,4,0,1934,13043,2,0,0,Ranch,Vinyl,10,43.24,6,4.19,833285
ID_5821,Phoenix,1897,5,5,1,1988,12560,3,0,1.0,Contemporary,Wood,2,15.93,10,8.01,852610
ID_5822,San Antonio,4521,4,4,0,1956,4282,3,0,0,Contemporary,Wood,8,3.86,7,7.79,1094006
ID_5823,Phoenix,4315,3,5,0,1908,1630,3,0,,Ranch,Vinyl,7,14.08,3,0.62,954509
ID_5824,San Diego,1611,6,1,0,1968,11699,3,0,0,Contemporary,Vinyl,2,27.29,4,5.23,640633
ID_5825,San Jose,3103,5,1,1,1995,1903,3,1,0,Modern,Wood,2,37.6,5,3.3,830021
ID_5826,Phoenix,4912,1,3,0,1904,3447,2,1,1.0,Colonial,Wood,2,49.94,10,8.93,996493
ID_5827,Chicago,1934,1,3,1,1914,16481,2,0,0,Modern,Stucco,1,35.11,5,4.58,566318
ID_5828,Chicago,2563,1,4,1,1968,14027,1,1,1.0,Traditional,Stucco,3,42.75,6,4.45,787929
ID_5829,San Diego,4646,5,4,1,2006,7885,1,1,0,Contemporary,Brick,5,32.13,7,3.79,1199245
ID_5830,Chicago,2206,5,5,1,1938,17561,3,0,1.0,Traditional,,5,43.8,9,0.46,847531
ID_5831,Philadelphia,4069,3,2,1,1953,4165,3,1,1.0,Modern,Vinyl,1,4.36,3,8.25,966807
ID_5832,San Diego,2609,1,2,0,1976,4117,2,0,0,Colonial,Vinyl,5,40.04,6,0.29,678252
ID_5833,Dallas,3640,3,1,0,1995,14407,3,1,0,Traditional,Brick,10,37.04,8,4.6,970915
ID_5834,Houston,4379,1,1,0,1946,17245,1,1,1.0,Ranch,Brick,1,23.24,10,9.66,1036056
ID_5835,Chicago,3553,3,3,0,2006,7984,2,0,1.0,Modern,Stucco,2,16.87,7,7.81,947771
ID_5836,Houston,4622,1,1,1,2000,5751,3,0,0,Traditional,Wood,2,1.24,5,1.81,1080063
ID_5837,San Antonio,3965,6,4,0,2009,10230,2,1,1.0,Contemporary,Wood,8,45.48,1,9.23,1047937
ID_5838,Philadelphia,2608,3,1,0,1918,18675,2,1,0,Contemporary,Brick,1,43.94,5,3.93,659681
ID_5839,Los Angeles,2053,6,1,0,2007,11857,3,0,1.0,Colonial,Vinyl,6,39.53,5,1.35,812441
ID_5840,Chicago,3144,5,4,0,2011,15752,1,1,0,Colonial,Stucco,7,20.26,7,7.42,1009697
ID_5841,San Jose,3823,1,4,0,1933,6319,2,1,0,Contemporary,Brick,7,12.62,6,5.68,923979
ID_5842,Chicago,2584,1,3,0,1977,19370,2,1,0,Traditional,Wood,8,14.31,6,0.29,851905
ID_5843,Chicago,4140,2,2,0,2005,17150,1,0,0,Modern,Wood,9,14.01,8,1.73,1062418
ID_5844,Los Angeles,1303,5,3,0,2020,13631,2,1,0,Contemporary,Brick,4,7.7,7,7.47,720229
ID_5845,Dallas,4462,5,3,1,1903,2231,2,0,0,Modern,Brick,9,47.88,1,9.44,856818
ID_5846,Los Angeles,2392,1,5,1,1921,9561,3,1,1.0,Modern,Brick,8,46.69,9,6.79,806115
ID_5847,Chicago,2648,2,5,0,1916,3295,3,1,1.0,Traditional,Wood,10,7.17,1,7.71,716464
ID_5848,Dallas,1187,3,2,0,1958,3107,3,0,1.0,Traditional,Stucco,9,49.98,4,5.49,426520
ID_5849,Dallas,3565,4,3,1,1955,2642,1,0,1.0,Contemporary,Stucco,6,7.05,6,4.33,969866
ID_5850,San Jose,1938,3,1,1,1914,5090,3,1,0,Contemporary,Vinyl,4,39.54,3,1.22,561188
ID_5851,Chicago,4767,5,4,0,1916,15210,2,1,1.0,Colonial,Stucco,8,5.71,3,6.51,1178143
ID_5852,Phoenix,4167,5,1,1,1925,16650,1,0,0,Traditional,Vinyl,1,40.24,1,4.66,955108
ID_5853,New York,4346,4,4,1,2018,5514,1,0,1.0,Modern,Brick,3,17.3,10,2.3,1174351
ID_5854,Phoenix,3410,2,4,1,1918,18306,3,1,1.0,Modern,Brick,9,4.49,9,1.78,1078974
ID_5855,Philadelphia,3127,6,3,0,2022,18974,1,0,0,Ranch,Stucco,3,20.82,1,8.0,903500
ID_5856,Chicago,3860,6,5,1,1934,11549,2,0,0,Traditional,Brick,10,16.52,10,2.54,1093127
ID_5857,Houston,4356,4,5,0,1931,7201,2,1,0,Modern,Stucco,8,1.46,9,1.38,1130815
ID_5858,Dallas,4764,6,3,0,1907,16013,2,0,0,Colonial,Stucco,2,33.71,9,3.93,1097422
ID_5859,San Diego,2532,1,4,0,1991,8603,2,1,0,Contemporary,Brick,10,17.37,7,2.64,816229
ID_5860,Chicago,3158,5,3,0,1937,5914,1,1,0,Ranch,Wood,7,40.19,10,5.52,847599
ID_5861,Philadelphia,2906,4,4,1,1983,16659,2,1,0,Modern,Brick,10,40.22,8,9.72,956900
ID_5862,San Antonio,1116,4,3,1,1989,16551,1,1,0,Colonial,Stucco,3,1.1,6,3.46,672575
ID_5863,Los Angeles,1840,6,4,1,1905,19213,1,1,0,Colonial,Vinyl,1,15.22,1,7.16,663732
ID_5864,San Diego,4599,6,2,0,1941,4096,1,0,0,Ranch,Stucco,7,19.57,1,6.22,1018596
ID_5865,New York,4507,6,1,0,2021,10736,2,1,1.0,Ranch,Brick,10,10.7,2,0.5,1189017
ID_5866,Los Angeles,1131,2,3,1,1917,18011,2,1,1.0,Colonial,Vinyl,8,8.31,7,3.79,638498
ID_5867,San Jose,2211,2,5,1,2015,2915,2,1,1.0,Colonial,Vinyl,10,39.86,9,7.91,823783
ID_5868,Phoenix,2719,4,1,1,1926,17965,1,0,0,Contemporary,Wood,1,17.17,4,5.96,732174
ID_5869,San Antonio,2723,6,3,0,1951,1332,1,1,0,Traditional,Stucco,1,37.26,1,8.78,635961
ID_5870,San Diego,2045,3,2,1,1911,12978,1,0,0,Colonial,Brick,6,35.36,6,4.27,655388
ID_5871,Dallas,1436,5,2,0,1956,11587,3,0,0,Ranch,Brick,3,16.36,5,1.21,626230
ID_5872,Los Angeles,1835,5,2,1,1957,7439,3,0,1.0,Contemporary,Brick,4,9.19,5,3.16,714037
ID_5873,Chicago,3374,3,3,1,1993,4100,1,1,0,Traditional,Vinyl,1,5.77,4,6.12,894051
ID_5874,Dallas,2813,2,3,0,1932,13376,1,1,0,Ranch,Vinyl,7,27.65,3,4.2,727904
ID_5875,San Diego,2014,5,3,0,2009,14681,2,0,1.0,Modern,Brick,8,5.89,3,9.12,782586
ID_5876,San Jose,3694,3,5,1,1979,4239,1,0,1.0,Modern,Wood,6,12.29,6,9.18,1009807
ID_5877,Philadelphia,3696,5,5,0,1911,7535,3,0,1.0,Modern,Stucco,7,21.35,1,1.99,941507
ID_5878,San Antonio,2356,2,5,0,1946,9284,2,1,0,Modern,Wood,9,23.98,1,2.8,724425
ID_5879,Chicago,4042,5,4,1,1952,13952,1,1,0,Modern,Stucco,6,38.67,1,3.26,958809
ID_5880,San Jose,3345,3,1,0,2003,18571,2,1,1.0,Traditional,Vinyl,9,11.17,3,9.73,937536
ID_5881,Chicago,4363,1,1,1,1940,11378,2,0,1.0,Traditional,Vinyl,9,34.84,8,5.16,968159
ID_5882,San Diego,1828,6,5,1,2007,12821,2,0,,Modern,Brick,3,8.28,5,4.55,793635
ID_5883,Houston,1760,5,5,1,1924,3892,2,0,1.0,Ranch,Brick,9,13.73,9,7.94,756791
ID_5884,Chicago,1633,4,3,1,1936,10252,3,0,0,Modern,Brick,9,3.72,6,6.68,656736
ID_5885,San Antonio,2538,2,2,1,2005,6528,1,1,0,Traditional,Brick,7,48.39,9,0.24,748056
ID_5886,San Antonio,3481,1,1,1,1914,9487,3,1,1.0,Colonial,Stucco,3,47.43,2,8.97,735405
ID_5887,Houston,4293,1,5,0,1922,13980,2,1,1.0,Ranch,Stucco,1,20.72,4,5.54,1033709
ID_5888,Houston,3062,5,1,1,1925,1472,1,0,1.0,Traditional,Wood,4,32.47,4,3.79,745887
ID_5889,Philadelphia,2375,4,3,0,1983,7123,1,0,0,Colonial,Brick,9,48.21,8,5.03,714649
ID_5890,San Jose,4988,4,3,0,1950,8843,2,0,1.0,Modern,Brick,8,21.31,3,4.93,1085843
ID_5891,Los Angeles,4902,5,2,0,1966,13133,3,1,1.0,Modern,Wood,1,12.65,10,1.52,1275914
ID_5892,Philadelphia,4675,2,2,1,2010,19407,1,0,0,Contemporary,Stucco,10,31.76,4,7.03,1143602
ID_5893,Dallas,4501,3,3,1,2018,19199,3,0,1.0,Ranch,Stucco,9,3.68,3,3.75,1236464
ID_5894,Dallas,805,2,5,1,1985,14960,2,1,1.0,Colonial,Brick,1,42.38,1,8.09,503950
ID_5895,Los Angeles,3322,3,1,0,1996,12708,2,0,1.0,Modern,Stucco,3,40.16,8,5.92,846632
ID_5896,Los Angeles,1367,5,4,1,2019,1088,1,0,0,Modern,Brick,1,21.85,5,9.6,583753
ID_5897,San Jose,3724,1,3,1,1984,3589,2,1,1.0,Ranch,Stucco,2,12.45,10,1.1,1052469
ID_5898,San Jose,1537,3,1,0,2009,6966,3,0,1.0,Ranch,Brick,9,32.73,10,3.67,719204
ID_5899,Phoenix,2735,5,2,0,1995,11922,2,1,1.0,Contemporary,Wood,10,27.1,6,2.39,935213
ID_5900,Philadelphia,3336,3,4,1,1919,7926,3,0,,Colonial,Stucco,1,32.84,1,7.84,769671
ID_5901,San Antonio,3145,5,1,1,1913,19029,3,1,0,Ranch,Vinyl,7,40.86,6,5.47,879078
ID_5902,New York,1781,2,5,0,1983,10569,2,0,0,Colonial,Wood,1,8.67,4,3.44,636267
ID_5903,San Diego,2521,4,2,0,1978,10954,3,0,0,Contemporary,Vinyl,4,32.69,6,4.52,765009
ID_5904,San Diego,4034,6,2,0,1970,2489,2,0,0,Modern,Stucco,3,10.46,1,2.85,992606
ID_5905,Philadelphia,1653,3,3,0,1947,5571,1,1,1.0,Traditional,Wood,1,39.56,4,8.76,547506
ID_5906,New York,1583,6,4,0,1990,10464,1,1,0,Traditional,Stucco,8,34.6,3,5.92,655590
ID_5907,New York,4741,5,5,1,1993,8829,3,1,1.0,Traditional,Stucco,5,47.04,4,4.08,1184139
ID_5908,San Antonio,1300,5,4,1,1996,17282,3,1,1.0,Contemporary,Brick,9,11.62,1,2.4,759105
ID_5909,San Diego,2033,2,4,0,2002,8954,3,0,1.0,Contemporary,Vinyl,1,34.7,4,8.91,642594
ID_5910,San Antonio,1754,5,4,1,1913,17899,3,1,1.0,Traditional,Stucco,9,31.85,10,3.73,788606
ID_5911,San Antonio,830,3,3,1,2019,4859,3,0,0,Modern,Wood,1,41.47,10,9.61,479133
ID_5912,San Diego,3961,6,4,0,2002,8996,2,0,,Contemporary,Wood,9,21.33,5,5.38,1071161
ID_5913,San Jose,3029,2,1,1,1942,9252,3,1,0,Ranch,Stucco,3,49.79,6,6.24,707527
ID_5914,Houston,4074,4,5,0,1921,14920,1,1,0,Contemporary,Stucco,10,19.83,7,5.93,1072030
ID_5915,Dallas,2318,6,3,0,1952,17815,1,0,1.0,Contemporary,Wood,3,48.91,5,6.82,749111
ID_5916,Los Angeles,1586,6,5,0,1960,11912,1,1,0,Colonial,Stucco,5,17.42,10,8.24,733522
ID_5917,Chicago,2240,4,3,1,1907,7264,1,0,0,Ranch,Stucco,6,32.66,7,2.7,657742
ID_5918,Phoenix,2125,6,4,1,1975,3437,1,1,1.0,Colonial,Stucco,9,11.06,3,6.7,777171
ID_5919,Philadelphia,2034,2,3,0,1919,6428,3,0,1.0,Ranch,Brick,2,41.08,2,5.61,546181
ID_5920,New York,3287,2,3,0,1954,9192,2,0,0,Colonial,Stucco,7,47.62,5,4.01,759429
ID_5921,Philadelphia,2007,5,3,0,2000,7588,2,1,1.0,Traditional,Brick,9,43.83,4,3.11,753890
ID_5922,Phoenix,2680,1,1,1,2004,14760,3,0,1.0,Modern,Brick,10,31.79,5,3.2,810331
ID_5923,Chicago,913,5,2,0,2007,1195,2,0,1.0,Ranch,Stucco,3,30.38,2,0.69,502918
ID_5924,New York,3006,3,2,0,1987,13317,2,1,1.0,Colonial,Wood,9,4.44,3,4.95,936690
ID_5925,Houston,1934,6,2,0,1975,6430,2,1,1.0,Modern,Vinyl,3,43.7,2,0.71,693813
ID_5926,San Antonio,3507,2,5,1,1911,18933,1,0,1.0,Colonial,Vinyl,4,48.28,3,3.74,903400
ID_5927,Chicago,4747,1,5,1,1973,2218,2,0,0,Traditional,Brick,8,30.36,1,2.4,998862
ID_5928,New York,3879,3,3,0,1986,6173,2,1,0,Colonial,Brick,3,25.54,8,0.94,1018749
ID_5929,Philadelphia,1367,1,4,1,2014,10262,1,0,1.0,Modern,Stucco,5,40.71,1,1.17,593196
ID_5930,San Diego,1509,2,5,1,1928,19353,2,1,1.0,Contemporary,Vinyl,5,48.31,1,1.16,580868
ID_5931,Phoenix,3163,6,3,0,1929,13624,2,0,0,Modern,Vinyl,4,38.03,5,4.38,819728
ID_5932,Phoenix,3687,1,5,1,1930,6827,2,0,1.0,Modern,Wood,3,39.37,8,1.38,861634
ID_5933,Los Angeles,2757,1,1,1,1986,16317,1,0,1.0,Colonial,Brick,4,16.72,9,5.04,869344
ID_5934,Houston,3406,4,3,0,1927,14363,1,1,0,Contemporary,Vinyl,5,47.62,6,6.38,824099
ID_5935,Dallas,4834,5,1,1,1945,9371,1,0,0,Colonial,Wood,2,35.43,4,5.82,1010934
ID_5936,San Antonio,2950,5,2,1,1914,17779,3,1,1.0,Contemporary,Wood,3,40.27,1,8.33,826123
ID_5937,Philadelphia,4030,6,5,0,1980,4730,2,0,0,Modern,Vinyl,3,40.82,8,6.27,1031545
ID_5938,Los Angeles,3800,6,3,1,1981,6261,1,1,1.0,Colonial,Brick,9,24.55,7,9.45,1069989
ID_5939,Dallas,1632,1,2,0,1943,2897,3,0,0,Ranch,Brick,6,27.15,8,9.99,520713
ID_5940,Houston,4480,2,4,0,1921,9638,2,1,1.0,Ranch,Stucco,2,24.56,3,4.36,989504
ID_5941,San Diego,4720,1,5,1,1974,13860,3,0,0,Colonial,Stucco,9,24.94,5,8.01,1110524
ID_5942,San Antonio,979,5,4,1,1959,12881,3,0,,Contemporary,Vinyl,9,46.42,4,6.96,546031
ID_5943,Philadelphia,1046,5,2,0,1952,1950,3,1,1.0,Contemporary,Stucco,6,34.17,1,7.67,496245
ID_5944,San Antonio,3262,2,3,0,1922,15754,1,0,0,Traditional,Brick,5,39.76,6,6.66,785121
ID_5945,Phoenix,1136,4,5,0,1976,2806,2,1,1.0,Contemporary,Wood,4,28.95,9,2.54,655668
ID_5946,Dallas,1123,5,1,1,1921,18151,3,0,1.0,Colonial,Brick,8,24.5,2,0.71,614309
ID_5947,San Antonio,1194,1,1,0,1970,15886,3,0,0,Traditional,Brick,1,32.48,9,4.76,503481
ID_5948,San Antonio,1052,6,2,1,1909,9120,2,0,0,Traditional,Stucco,10,31.39,1,8.24,447028
ID_5949,New York,1291,1,4,1,1997,3186,1,0,0,Colonial,Stucco,2,12.46,9,6.18,518127
ID_5950,Dallas,1687,1,5,1,2022,9415,1,0,0,Ranch,Wood,5,14.72,7,2.37,687245
ID_5951,Houston,1562,1,3,0,2015,10319,3,0,0,Ranch,Stucco,2,1.37,4,3.41,658819
ID_5952,New York,2717,5,2,0,1919,19019,3,0,1.0,Ranch,Stucco,2,46.61,10,6.28,817937
ID_5953,Phoenix,924,5,4,0,2013,3650,3,1,0,Traditional,Vinyl,4,17.66,10,8.81,619846
ID_5954,Phoenix,3391,5,3,0,1925,7229,2,1,1.0,Ranch,Stucco,2,31.92,8,8.17,908492
ID_5955,Los Angeles,4090,6,4,0,2014,15014,2,0,1.0,Ranch,Brick,6,3.37,1,9.88,1087668
ID_5956,Los Angeles,3379,4,1,0,1984,5521,2,1,0,Colonial,Vinyl,2,36.56,8,0.71,840385
ID_5957,Houston,2904,3,2,0,1983,18228,1,0,1.0,Colonial,Stucco,4,4.83,4,6.14,877557
ID_5958,San Jose,3588,4,5,0,1990,1492,1,0,1.0,Ranch,Wood,2,39.53,10,7.16,945796
ID_5959,San Antonio,1211,2,4,1,1901,1621,1,0,0,Traditional,Wood,2,9.11,8,7.2,449114
ID_5960,Houston,3932,3,3,0,1990,11947,1,1,0,Colonial,Vinyl,9,43.77,2,2.3,955181
ID_5961,Chicago,2657,3,4,1,1922,5558,2,1,1.0,Ranch,Stucco,5,36.28,6,7.76,761982
ID_5962,San Antonio,1692,6,4,1,1997,16823,2,0,1.0,Traditional,Brick,6,39.22,7,8.2,789755
ID_5963,New York,4539,1,1,0,1922,11122,1,0,0,Modern,Brick,4,28.65,2,3.4,865857
ID_5964,San Jose,3427,3,5,1,1960,2506,2,1,0,Modern,Vinyl,1,43.58,9,1.15,906309
ID_5965,San Antonio,4856,2,1,0,1903,6992,1,1,0,Ranch,Stucco,5,21.07,1,3.08,922147
ID_5966,San Diego,2323,1,3,1,1925,4026,1,0,0,Colonial,Wood,5,25.39,1,9.1,569454
ID_5967,Philadelphia,1295,4,4,1,1952,4293,3,1,1.0,Traditional,Brick,3,19.59,7,6.2,666459
ID_5968,New York,2378,6,4,1,1912,13416,3,1,1.0,Colonial,Wood,6,27.01,10,4.03,897440
ID_5969,Dallas,1172,6,2,1,1929,17386,1,0,1.0,Traditional,Wood,5,34.46,8,1.69,640841
ID_5970,San Jose,3340,2,2,0,1925,5597,3,0,1.0,Traditional,Wood,1,22.06,3,5.32,744056
ID_5971,Los Angeles,2798,1,1,0,1995,5726,1,1,0,Modern,Wood,10,25.64,4,9.59,727651
ID_5972,Chicago,4848,6,3,1,2019,16918,1,0,1.0,Modern,Wood,4,48.32,1,5.29,1190475
ID_5973,San Diego,4930,5,4,1,1928,12387,1,0,1.0,Colonial,Wood,2,1.95,9,7.81,1229272
ID_5974,Phoenix,2674,3,1,1,1939,3189,1,1,0,Modern,Wood,7,31.28,2,1.53,697842
ID_5975,Houston,3320,4,4,1,1934,16014,2,1,1.0,Contemporary,Vinyl,4,45.56,4,0.27,933199
ID_5976,New York,4619,5,1,0,2014,14929,1,0,0,Colonial,Brick,5,8.29,3,0.42,1144234
ID_5977,San Diego,2459,1,5,1,1965,17018,3,1,,Modern,Stucco,4,4.73,2,0.2,790278
ID_5978,Philadelphia,2474,3,4,0,1998,3430,2,0,0,Modern,Vinyl,4,33.93,3,5.62,668348
ID_5979,San Jose,1487,3,3,0,1990,19028,1,0,0,Ranch,Stucco,7,9.6,4,1.01,680077
ID_5980,San Jose,2242,5,2,1,1935,2552,2,1,1.0,Ranch,Stucco,7,14.58,9,3.36,814182
ID_5981,San Antonio,3474,4,5,1,1989,3563,2,1,0,Traditional,Stucco,8,28.4,5,6.82,967553
ID_5982,Houston,2613,2,5,1,1959,8161,1,1,0,Modern,Brick,5,27.71,4,8.01,757045
ID_5983,Los Angeles,2598,1,1,1,1947,17954,3,0,1.0,Contemporary,Wood,7,33.99,9,1.63,794195
ID_5984,Houston,1096,4,5,0,1903,9164,2,1,0,Ranch,Vinyl,7,13.07,6,5.12,496551
ID_5985,New York,4750,1,3,0,2017,19309,2,1,1.0,Colonial,Brick,5,49.2,1,6.12,1099095
ID_5986,Dallas,4314,3,1,1,1988,17149,1,1,1.0,Ranch,Stucco,3,5.17,8,5.35,1189892
ID_5987,Los Angeles,1767,4,2,0,1998,1538,2,0,0,Contemporary,Brick,10,39.23,6,6.01,624033
ID_5988,Philadelphia,1885,3,2,0,1919,3527,1,0,0,Modern,Brick,5,10.61,3,6.58,521846
ID_5989,New York,2933,3,4,1,1902,19720,1,1,1.0,Contemporary,Vinyl,9,16.5,9,4.3,951509
ID_5990,New York,2457,1,4,0,1998,16620,3,1,0,Ranch,Stucco,1,28.36,8,7.87,771426
ID_5991,Chicago,3336,4,5,0,1925,19563,1,0,0,Traditional,Wood,4,23.99,6,6.57,865448
ID_5992,Philadelphia,2506,6,1,1,1946,9300,3,0,0,Ranch,Brick,6,17.62,10,7.83,838008
ID_5993,Los Angeles,4169,6,4,1,1901,8668,3,0,1.0,Traditional,Vinyl,4,42.49,9,0.32,1080161
ID_5994,Philadelphia,2695,6,1,0,1985,9005,3,0,0,Colonial,Wood,5,29.97,1,8.14,731953
ID_5995,Los Angeles,4492,3,1,0,2013,19176,3,1,1.0,Contemporary,Brick,10,40.24,8,2.15,1203764
ID_5996,Philadelphia,3564,2,4,0,1950,16076,3,1,0,Ranch,Brick,4,3.15,1,9.94,951848
ID_5997,Chicago,1106,3,4,0,1914,5827,3,0,0,Traditional,Stucco,9,24.37,4,0.56,454233
ID_5998,San Jose,2127,6,3,0,1953,4229,2,0,1.0,Colonial,,9,42.29,9,7.63,744674
ID_5999,Chicago,4708,3,4,1,1942,11742,1,1,1.0,Ranch,Stucco,2,7.45,2,3.91,1188846
ID_6000,San Antonio,4184,3,1,0,1955,2835,1,0,0,Contemporary,Vinyl,9,3.08,5,2.81,984294
ID_6001,Los Angeles,4331,5,4,0,2002,15715,3,0,1.0,Modern,Stucco,8,23.52,1,6.55,1146336
ID_6002,Chicago,964,6,1,1,1962,5611,3,0,,Colonial,Vinyl,8,12.47,3,4.87,563918
ID_6003,San Jose,2444,5,5,1,1960,14097,3,1,1.0,Ranch,Wood,3,35.93,4,2.65,913137
ID_6004,San Jose,868,5,2,0,1940,17164,1,0,1.0,Contemporary,Stucco,2,32.43,9,3.21,566786
ID_6005,Phoenix,3885,1,3,1,2016,5156,1,1,1.0,Modern,Wood,10,30.31,3,4.29,973514
ID_6006,San Jose,2648,3,5,1,1906,13787,2,1,0,Colonial,Wood,1,5.26,8,3.35,850285
ID_6007,San Jose,3942,6,4,1,1939,13276,2,1,1.0,Contemporary,Stucco,6,23.36,8,9.71,1095278
ID_6008,San Jose,4003,4,2,0,1973,2486,1,1,1.0,Traditional,Wood,10,7.37,8,2.29,1054342
ID_6009,San Diego,4141,1,1,1,1971,6099,3,0,0,Colonial,Stucco,2,14.54,9,6.26,970323
ID_6010,Dallas,1915,6,3,0,2021,13615,3,1,0,Traditional,Wood,10,15.03,6,5.3,799441
ID_6011,Philadelphia,1254,6,1,0,1918,6327,1,0,0,Colonial,Stucco,10,47.39,7,0.63,490179
ID_6012,San Diego,4058,4,3,1,2007,19822,2,1,1.0,Contemporary,Vinyl,10,13.47,4,2.01,1198944
ID_6013,Chicago,999,5,2,1,1901,2435,2,0,1.0,Modern,Vinyl,4,30.5,4,5.39,495640
ID_6014,Los Angeles,3609,3,5,0,2020,14297,1,1,1.0,Ranch,Vinyl,1,44.06,8,0.79,1010073
ID_6015,Dallas,2370,5,2,1,1987,18168,2,1,1.0,Traditional,Stucco,8,49.41,3,0.86,826838
ID_6016,Los Angeles,2535,6,4,0,2017,9609,1,0,1.0,Modern,Vinyl,10,40.42,7,7.45,893610
ID_6017,San Diego,4420,1,3,0,1966,15360,3,1,1.0,Contemporary,Vinyl,3,15.4,1,1.76,1042316
ID_6018,Phoenix,1530,3,4,1,1983,5943,3,1,0,Ranch,Vinyl,5,21.81,1,2.83,654493
ID_6019,Philadelphia,4353,1,3,1,1950,8749,1,1,0,Modern,Brick,1,3.49,1,2.92,957679
ID_6020,Dallas,2681,5,5,1,1922,9735,2,0,0,Contemporary,Vinyl,2,17.46,8,4.03,809309
ID_6021,San Jose,3310,6,1,1,2017,10090,2,0,1.0,Modern,Stucco,6,29.75,4,6.51,960406
